Código Município Completo;Nome_UF;Nome_Mesorregião;Nome_Microrregião;Nome_Município;Area_Municipio;;;;;
2301901;Ceará;Sul Cearense;Cariri;Barbalha;Área Rural;;;;;
2301950;Ceará;Norte Cearense;Chorozinho;Barreira;Área Rural;;;;;
2302008;Ceará;Sul Cearense;Barro;Barro;Centro Urbano;;;;;
2302057;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Barroquinha;Área Rural;;;;;
2302107;Ceará;Norte Cearense;Baturité;Baturité;Centro Urbano;;;;;
2302206;Ceará;Norte Cearense;Cascavel;Beberibe;Área Rural;;;;;
2302305;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Bela Cruz;Área Rural;;;;;
2302404;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Boa Viagem;Área Rural;;;;;
2302503;Ceará;Sul Cearense;Brejo Santo;Brejo Santo;Centro Urbano;;;;;
2302602;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Camocim;Área Rural;;;;;
2302701;Ceará;Sul Cearense;Chapada do Araripe;Campos Sales;Área Rural;;;;;
2302800;Ceará;Norte Cearense;Canindé;Canindé;Centro Urbano;;;;;
2302909;Ceará;Norte Cearense;Baturité;Capistrano;Área Rural;;;;;
2303006;Ceará;Norte Cearense;Canindé;Caridade;Área Rural;;;;;
2303105;Ceará;Noroeste Cearense;Sobral;Cariré;Área Rural;;;;;
2303204;Ceará;Sul Cearense;Caririaçu;Caririaçu;Centro Urbano;;;;;
2303303;Ceará;Centro-Sul Cearense;Várzea Alegre;Cariús;Área Rural;;;;;
2303402;Ceará;Noroeste Cearense;Ibiapaba;Carnaubal;Área Rural;;;;;
2303501;Ceará;Norte Cearense;Cascavel;Cascavel;Centro Urbano;;;;;
2303600;Ceará;Sertões Cearenses;Sertão de Inhamuns;Catarina;Área Rural;;;;;
2303659;Ceará;Noroeste Cearense;Santa Quitéria;Catunda;Área Rural;;;;;
2303709;Ceará;Metropolitana de Fortaleza;Fortaleza;Caucaia;Área Rural;;;;;
2303808;Ceará;Centro-Sul Cearense;Iguatu;Cedro;Área Rural;;;;;
2303907;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Chaval;Área Rural;;;;;
2303931;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Choró;Área Rural;;;;;
2303956;Ceará;Norte Cearense;Chorozinho;Chorozinho;Centro Urbano;;;;;
2304004;Ceará;Noroeste Cearense;Coreaú;Coreaú;Centro Urbano;;;;;
2304103;Ceará;Sertões Cearenses;Sertão de Cratéus;Crateús;Área Rural;;;;;
2304202;Ceará;Sul Cearense;Cariri;Crato;Área Rural;;;;;
2304236;Ceará;Noroeste Cearense;Ibiapaba;Croatá;Área Rural;;;;;
2304251;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Cruz;Área Rural;;;;;
2304269;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Deputado Irapuan Pinheiro;Área Rural;;;;;
2304277;Ceará;Jaguaribe;Serra do Pereiro;Ererê;Área Rural;;;;;
2304285;Ceará;Metropolitana de Fortaleza;Fortaleza;Eusébio;Área Rural;;;;;
2304301;Ceará;Sul Cearense;Caririaçu;Farias Brito;Área Rural;;;;;
2304350;Ceará;Noroeste Cearense;Sobral;Forquilha;Área Rural;;;;;
2304400;Ceará;Metropolitana de Fortaleza;Fortaleza;Fortaleza;Centro Urbano;;;;;
2304459;Ceará;Jaguaribe;Litoral de Aracati;Fortim;Área Rural;;;;;
2304509;Ceará;Noroeste Cearense;Coreaú;Frecheirinha;Área Rural;;;;;
2304608;Ceará;Norte Cearense;Médio Curu;General Sampaio;Área Rural;;;;;
2304657;Ceará;Noroeste Cearense;Sobral;Graça;Área Rural;;;;;
2304707;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Granja;Área Rural;;;;;
2304806;Ceará;Sul Cearense;Caririaçu;Granjeiro;Área Rural;;;;;
2304905;Ceará;Noroeste Cearense;Sobral;Groaíras;Área Rural;;;;;
2304954;Ceará;Metropolitana de Fortaleza;Fortaleza;Guaiúba;Área Rural;;;;;
2305001;Ceará;Noroeste Cearense;Ibiapaba;Guaraciaba do Norte;Área Rural;;;;;
2305100;Ceará;Norte Cearense;Baturité;Guaramiranga;Área Rural;;;;;
2305209;Ceará;Noroeste Cearense;Santa Quitéria;Hidrolândia;Área Rural;;;;;
2305233;Ceará;Metropolitana de Fortaleza;Pacajus;Horizonte;Área Rural;;;;;
2305266;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Ibaretama;Área Rural;;;;;
2305308;Ceará;Noroeste Cearense;Ibiapaba;Ibiapina;Área Rural;;;;;
2305332;Ceará;Jaguaribe;Baixo Jaguaribe;Ibicuitinga;Área Rural;;;;;
2305357;Ceará;Jaguaribe;Litoral de Aracati;Icapuí;Área Rural;;;;;
2305407;Ceará;Centro-Sul Cearense;Iguatu;Icó;Área Rural;;;;;
2305506;Ceará;Centro-Sul Cearense;Iguatu;Iguatu;Centro Urbano;;;;;
2305605;Ceará;Sertões Cearenses;Sertão de Cratéus;Independência;Área Rural;;;;;
2305654;Ceará;Sertões Cearenses;Sertão de Cratéus;Ipaporanga;Área Rural;;;;;
2305704;Ceará;Centro-Sul Cearense;Lavras da Mangabeira;Ipaumirim;Área Rural;;;;;
2305803;Ceará;Noroeste Cearense;Ipu;Ipu;Centro Urbano;;;;;
2305902;Ceará;Noroeste Cearense;Ipu;Ipueiras;Área Rural;;;;;
2306009;Ceará;Jaguaribe;Serra do Pereiro;Iracema;Área Rural;;;;;
2306108;Ceará;Noroeste Cearense;Sobral;Irauçuba;Área Rural;;;;;
2306207;Ceará;Jaguaribe;Litoral de Aracati;Itaiçaba;Área Rural;;;;;
2306256;Ceará;Metropolitana de Fortaleza;Fortaleza;Itaitinga;Área Rural;;;;;
2306306;Ceará;Norte Cearense;Uruburetama;Itapajé;Área Rural;;;;;
2306405;Ceará;Norte Cearense;Itapipoca;Itapipoca;Centro Urbano;;;;;
2306504;Ceará;Norte Cearense;Baturité;Itapiúna;Área Rural;;;;;
2306553;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Itarema;Área Rural;;;;;
2306603;Ceará;Norte Cearense;Canindé;Itatira;Área Rural;;;;;
2306702;Ceará;Jaguaribe;Médio Jaguaribe;Jaguaretama;Área Rural;;;;;
2306801;Ceará;Jaguaribe;Médio Jaguaribe;Jaguaribara;Área Rural;;;;;
2306900;Ceará;Jaguaribe;Médio Jaguaribe;Jaguaribe;Área Rural;;;;;
2307007;Ceará;Jaguaribe;Baixo Jaguaribe;Jaguaruana;Área Rural;;;;;
2307106;Ceará;Sul Cearense;Cariri;Jardim;Área Rural;;;;;
2307205;Ceará;Sul Cearense;Brejo Santo;Jati;Área Rural;;;;;
2307254;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Jijoca de Jericoacoara;Área Rural;;;;;
2307304;Ceará;Sul Cearense;Cariri;Juazeiro do Norte;Área Rural;;;;;
2307403;Ceará;Centro-Sul Cearense;Várzea Alegre;Jucás;Área Rural;;;;;
2307502;Ceará;Centro-Sul Cearense;Lavras da Mangabeira;Lavras da Mangabeira;Centro Urbano;;;;;
2307601;Ceará;Jaguaribe;Baixo Jaguaribe;Limoeiro do Norte;Área Rural;;;;;
2307635;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Madalena;Área Rural;;;;;
2307650;Ceará;Metropolitana de Fortaleza;Fortaleza;Maracanaú;Área Rural;;;;;
2307700;Ceará;Metropolitana de Fortaleza;Fortaleza;Maranguape;Área Rural;;;;;
2307809;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Marco;Área Rural;;;;;
2307908;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Martinópole;Área Rural;;;;;
2308005;Ceará;Noroeste Cearense;Sobral;Massapê;Área Rural;;;;;
2308104;Ceará;Sul Cearense;Barro;Mauriti;Área Rural;;;;;
2308203;Ceará;Noroeste Cearense;Meruoca;Meruoca;Centro Urbano;;;;;
2308302;Ceará;Sul Cearense;Brejo Santo;Milagres;Área Rural;;;;;
2308351;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Milhã;Área Rural;;;;;
2308377;Ceará;Noroeste Cearense;Sobral;Miraíma;Área Rural;;;;;
2308401;Ceará;Sul Cearense;Cariri;Missão Velha;Área Rural;;;;;
2308500;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Mombaça;Área Rural;;;;;
2308609;Ceará;Sertões Cearenses;Sertão de Cratéus;Monsenhor Tabosa;Área Rural;;;;;
2308708;Ceará;Jaguaribe;Baixo Jaguaribe;Morada Nova;Área Rural;;;;;
2308807;Ceará;Noroeste Cearense;Coreaú;Moraújo;Área Rural;;;;;
2308906;Ceará;Noroeste Cearense;Litoral de Camocim e Acaraú;Morrinhos;Área Rural;;;;;
2309003;Ceará;Noroeste Cearense;Sobral;Mucambo;Área Rural;;;;;
2309102;Ceará;Norte Cearense;Baturité;Mulungu;Área Rural;;;;;
2309201;Ceará;Sul Cearense;Cariri;Nova Olinda;Área Rural;;;;;
2309300;Ceará;Sertões Cearenses;Sertão de Cratéus;Nova Russas;Área Rural;;;;;
2309409;Ceará;Sertões Cearenses;Sertão de Cratéus;Novo Oriente;Área Rural;;;;;
2309458;Ceará;Norte Cearense;Chorozinho;Ocara;Área Rural;;;;;
2309508;Ceará;Centro-Sul Cearense;Iguatu;Orós;Área Rural;;;;;
2309607;Ceará;Metropolitana de Fortaleza;Pacajus;Pacajus;Centro Urbano;;;;;
2309706;Ceará;Metropolitana de Fortaleza;Fortaleza;Pacatuba;Área Rural;;;;;
2309805;Ceará;Norte Cearense;Baturité;Pacoti;Área Rural;;;;;
2309904;Ceará;Noroeste Cearense;Sobral;Pacujá;Área Rural;;;;;
2310001;Ceará;Jaguaribe;Baixo Jaguaribe;Palhano;Área Rural;;;;;
2310100;Ceará;Norte Cearense;Baturité;Palmácia;Área Rural;;;;;
2310209;Ceará;Norte Cearense;Baixo Curu;Paracuru;Área Rural;;;;;
2310258;Ceará;Norte Cearense;Baixo Curu;Paraipaba;Área Rural;;;;;
2310308;Ceará;Sertões Cearenses;Sertão de Inhamuns;Parambu;Área Rural;;;;;
2310407;Ceará;Norte Cearense;Canindé;Paramoti;Área Rural;;;;;
2310506;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Pedra Branca;Área Rural;;;;;
2310605;Ceará;Sul Cearense;Brejo Santo;Penaforte;Área Rural;;;;;
2310704;Ceará;Norte Cearense;Médio Curu;Pentecoste;Área Rural;;;;;
2310803;Ceará;Jaguaribe;Serra do Pereiro;Pereiro;Área Rural;;;;;
2310852;Ceará;Norte Cearense;Cascavel;Pindoretama;Área Rural;;;;;
2310902;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Piquet Carneiro;Área Rural;;;;;
2310951;Ceará;Noroeste Cearense;Ipu;Pires Ferreira;Área Rural;;;;;
2311009;Ceará;Noroeste Cearense;Ipu;Poranga;Área Rural;;;;;
2311108;Ceará;Sul Cearense;Cariri;Porteiras;Área Rural;;;;;
2311207;Ceará;Sul Cearense;Chapada do Araripe;Potengi;Área Rural;;;;;
2311231;Ceará;Jaguaribe;Serra do Pereiro;Potiretama;Área Rural;;;;;
2311264;Ceará;Sertões Cearenses;Sertão de Cratéus;Quiterianópolis;Área Rural;;;;;
2311306;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Quixadá;Área Rural;;;;;
2311355;Ceará;Centro-Sul Cearense;Iguatu;Quixelô;Área Rural;;;;;
2311405;Ceará;Sertões Cearenses;Sertão de Quixeramobim;Quixeramobim;Área Rural;;;;;
2311504;Ceará;Jaguaribe;Baixo Jaguaribe;Quixeré;Área Rural;;;;;
2311603;Ceará;Norte Cearense;Baturité;Redenção;Área Rural;;;;;
2311702;Ceará;Noroeste Cearense;Ipu;Reriutaba;Área Rural;;;;;
2311801;Ceará;Jaguaribe;Baixo Jaguaribe;Russas;Área Rural;;;;;
2311900;Ceará;Sertões Cearenses;Sertão de Inhamuns;Saboeiro;Área Rural;;;;;
2311959;Ceará;Sul Cearense;Chapada do Araripe;Salitre;Área Rural;;;;;
2312205;Ceará;Noroeste Cearense;Santa Quitéria;Santa Quitéria;Centro Urbano;;;;;
2312007;Ceará;Noroeste Cearense;Sobral;Santana do Acaraú;Área Rural;;;;;
2312106;Ceará;Sul Cearense;Cariri;Santana do Cariri;Área Rural;;;;;
2312304;Ceará;Noroeste Cearense;Ibiapaba;São Benedito;Área Rural;;;;;
2312403;Ceará;Norte Cearense;Baixo Curu;São Gonçalo do Amarante;Área Rural;;;;;
2312502;Ceará;Jaguaribe;Baixo Jaguaribe;São João do Jaguaribe;Área Rural;;;;;
2312601;Ceará;Norte Cearense;Médio Curu;São Luís do Curu;Área Rural;;;;;
2312700;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Senador Pompeu;Área Rural;;;;;
2312809;Ceará;Noroeste Cearense;Sobral;Senador Sá;Área Rural;;;;;
2312908;Ceará;Noroeste Cearense;Sobral;Sobral;Centro Urbano;;;;;
2313005;Ceará;Sertões Cearenses;Sertão de Senador Pompeu;Solonópole;Área Rural;;;;;
2313104;Ceará;Jaguaribe;Baixo Jaguaribe;Tabuleiro do Norte;Área Rural;;;;;
2313203;Ceará;Sertões Cearenses;Sertão de Cratéus;Tamboril;Área Rural;;;;;
2313252;Ceará;Centro-Sul Cearense;Várzea Alegre;Tarrafas;Área Rural;;;;;
2313302;Ceará;Sertões Cearenses;Sertão de Inhamuns;Tauá;Área Rural;;;;;
2313351;Ceará;Norte Cearense;Médio Curu;Tejuçuoca;Área Rural;;;;;
2313401;Ceará;Noroeste Cearense;Ibiapaba;Tianguá;Área Rural;;;;;
2313500;Ceará;Norte Cearense;Itapipoca;Trairi;Área Rural;;;;;
2313559;Ceará;Norte Cearense;Uruburetama;Tururu;Área Rural;;;;;
2313609;Ceará;Noroeste Cearense;Ibiapaba;Ubajara;Área Rural;;;;;
2313708;Ceará;Centro-Sul Cearense;Lavras da Mangabeira;Umari;Área Rural;;;;;
2313757;Ceará;Norte Cearense;Uruburetama;Umirim;Área Rural;;;;;
2313807;Ceará;Norte Cearense;Uruburetama;Uruburetama;Centro Urbano;;;;;
2313906;Ceará;Noroeste Cearense;Coreaú;Uruoca;Área Rural;;;;;
2313955;Ceará;Noroeste Cearense;Ipu;Varjota;Área Rural;;;;;
2314003;Ceará;Centro-Sul Cearense;Várzea Alegre;Várzea Alegre;Centro Urbano;;;;;
2314102;Ceará;Noroeste Cearense;Ibiapaba;Viçosa do Ceará;Área Rural;;;;;
2400109;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Acari;Área Rural;;;;;
2400208;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Açu;Área Rural;;;;;
2400307;Rio Grande do Norte;Central Potiguar;Angicos;Afonso Bezerra;Área Rural;;;;;
2400406;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Água Nova;Área Rural;;;;;
2400505;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Alexandria;Área Rural;;;;;
2400604;Rio Grande do Norte;Oeste Potiguar;Umarizal;Almino Afonso;Área Rural;;;;;
2400703;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Alto do Rodrigues;Área Rural;;;;;
2400802;Rio Grande do Norte;Central Potiguar;Angicos;Angicos;Centro Urbano;;;;;
2400901;Rio Grande do Norte;Oeste Potiguar;Umarizal;Antônio Martins;Área Rural;;;;;
2401008;Rio Grande do Norte;Oeste Potiguar;Chapada do Apodi;Apodi;Área Rural;;;;;
2401107;Rio Grande do Norte;Oeste Potiguar;Mossoró;Areia Branca;Área Rural;;;;;
2401206;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Arês;Área Rural;;;;;
2401305;Rio Grande do Norte;Oeste Potiguar;Médio Oeste;Augusto Severo;Área Rural;;;;;
2401404;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Baía Formosa;Área Rural;;;;;
2401453;Rio Grande do Norte;Oeste Potiguar;Mossoró;Baraúna;Área Rural;;;;;
2401503;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Barcelona;Área Rural;;;;;
2401602;Rio Grande do Norte;Agreste Potiguar;Baixa Verde;Bento Fernandes;Área Rural;;;;;
2401651;Rio Grande do Norte;Central Potiguar;Serra de Santana;Bodó;Área Rural;;;;;
2401701;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Bom Jesus;Área Rural;;;;;
2401800;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Brejinho;Área Rural;;;;;
2401859;Rio Grande do Norte;Central Potiguar;Macau;Caiçara do Norte;Área Rural;;;;;
2401909;Rio Grande do Norte;Central Potiguar;Angicos;Caiçara do Rio do Vento;Área Rural;;;;;
2402006;Rio Grande do Norte;Central Potiguar;Seridó Ocidental;Caicó;Área Rural;;;;;
2402105;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Campo Redondo;Área Rural;;;;;
2402204;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Canguaretama;Área Rural;;;;;
2402303;Rio Grande do Norte;Oeste Potiguar;Chapada do Apodi;Caraúbas;Área Rural;;;;;
2402402;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Carnaúba dos Dantas;Área Rural;;;;;
2402501;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Carnaubais;Área Rural;;;;;
2402600;Rio Grande do Norte;Leste Potiguar;Macaíba;Ceará-Mirim;Área Rural;;;;;
2402709;Rio Grande do Norte;Central Potiguar;Serra de Santana;Cerro Corá;Área Rural;;;;;
2402808;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Coronel Ezequiel;Área Rural;;;;;
2402907;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Coronel João Pessoa;Área Rural;;;;;
2403004;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Cruzeta;Área Rural;;;;;
2403103;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Currais Novos;Área Rural;;;;;
2403202;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Doutor Severiano;Área Rural;;;;;
2403301;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Encanto;Área Rural;;;;;
2403400;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Equador;Área Rural;;;;;
2403509;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Espírito Santo;Área Rural;;;;;
2403608;Rio Grande do Norte;Leste Potiguar;Natal;Extremoz;Área Rural;;;;;
2403707;Rio Grande do Norte;Oeste Potiguar;Chapada do Apodi;Felipe Guerra;Área Rural;;;;;
2403756;Rio Grande do Norte;Central Potiguar;Angicos;Fernando Pedroza;Área Rural;;;;;
2403806;Rio Grande do Norte;Central Potiguar;Serra de Santana;Florânia;Área Rural;;;;;
2403905;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Francisco Dantas;Área Rural;;;;;
2404002;Rio Grande do Norte;Oeste Potiguar;Umarizal;Frutuoso Gomes;Área Rural;;;;;
2404101;Rio Grande do Norte;Central Potiguar;Macau;Galinhos;Área Rural;;;;;
2404200;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Goianinha;Área Rural;;;;;
2404309;Rio Grande do Norte;Oeste Potiguar;Chapada do Apodi;Governador Dix-Sept Rosado;Área Rural;;;;;
2404408;Rio Grande do Norte;Oeste Potiguar;Mossoró;Grossos;Área Rural;;;;;
2404507;Rio Grande do Norte;Central Potiguar;Macau;Guamaré;Área Rural;;;;;
2404606;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Ielmo Marinho;Área Rural;;;;;
2404705;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Ipanguaçu;Área Rural;;;;;
2404804;Rio Grande do Norte;Central Potiguar;Seridó Ocidental;Ipueira;Área Rural;;;;;
2404853;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Itajá;Área Rural;;;;;
2404903;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Itaú;Área Rural;;;;;
2405009;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Jaçanã;Área Rural;;;;;
2405108;Rio Grande do Norte;Agreste Potiguar;Baixa Verde;Jandaíra;Área Rural;;;;;
2405207;Rio Grande do Norte;Oeste Potiguar;Médio Oeste;Janduís;Área Rural;;;;;
2405306;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Januário Cicco;Área Rural;;;;;
2405405;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Japi;Área Rural;;;;;
2405504;Rio Grande do Norte;Central Potiguar;Angicos;Jardim de Angicos;Área Rural;;;;;
2405603;Rio Grande do Norte;Central Potiguar;Seridó Ocidental;Jardim de Piranhas;Área Rural;;;;;
2405702;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Jardim do Seridó;Área Rural;;;;;
2405801;Rio Grande do Norte;Agreste Potiguar;Baixa Verde;João Câmara;Área Rural;;;;;
2405900;Rio Grande do Norte;Oeste Potiguar;Umarizal;João Dias;Área Rural;;;;;
2406007;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;José da Penha;Área Rural;;;;;
2406106;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Jucurutu;Área Rural;;;;;
2406155;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Jundiá;Área Rural;;;;;
2406205;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Lagoa d'Anta;Área Rural;;;;;
2406304;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Lagoa de Pedras;Área Rural;;;;;
2406403;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Lagoa de Velhos;Área Rural;;;;;
2406502;Rio Grande do Norte;Central Potiguar;Serra de Santana;Lagoa Nova;Área Rural;;;;;
2406601;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Lagoa Salgada;Área Rural;;;;;
2406700;Rio Grande do Norte;Central Potiguar;Angicos;Lajes;Área Rural;;;;;
2406809;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Lajes Pintadas;Área Rural;;;;;
2406908;Rio Grande do Norte;Oeste Potiguar;Umarizal;Lucrécia;Área Rural;;;;;
2407005;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Luís Gomes;Área Rural;;;;;
2407104;Rio Grande do Norte;Leste Potiguar;Macaíba;Macaíba;Centro Urbano;;;;;
2407203;Rio Grande do Norte;Central Potiguar;Macau;Macau;Centro Urbano;;;;;
2407252;Rio Grande do Norte;Oeste Potiguar;Serra de São Miguel;Major Sales;Área Rural;;;;;
2407302;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Marcelino Vieira;Área Rural;;;;;
2407401;Rio Grande do Norte;Oeste Potiguar;Umarizal;Martins;Área Rural;;;;;
2407500;Rio Grande do Norte;Leste Potiguar;Litoral Nordeste;Maxaranguape;Área Rural;;;;;
2407609;Rio Grande do Norte;Oeste Potiguar;Médio Oeste;Messias Targino;Área Rural;;;;;
2407708;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Montanhas;Área Rural;;;;;
2407807;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Monte Alegre;Área Rural;;;;;
2407906;Rio Grande do Norte;Agreste Potiguar;Borborema Potiguar;Monte das Gameleiras;Área Rural;;;;;
2408003;Rio Grande do Norte;Oeste Potiguar;Mossoró;Mossoró;Centro Urbano;;;;;
2408102;Rio Grande do Norte;Leste Potiguar;Natal;Natal;Centro Urbano;;;;;
2408201;Rio Grande do Norte;Leste Potiguar;Macaíba;Nísia Floresta;Área Rural;;;;;
2408300;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Nova Cruz;Área Rural;;;;;
2408409;Rio Grande do Norte;Oeste Potiguar;Umarizal;Olho d'Água do Borges;Área Rural;;;;;
2408508;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Ouro Branco;Área Rural;;;;;
2408607;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Paraná;Área Rural;;;;;
2408706;Rio Grande do Norte;Oeste Potiguar;Médio Oeste;Paraú;Área Rural;;;;;
2408805;Rio Grande do Norte;Agreste Potiguar;Baixa Verde;Parazinho;Área Rural;;;;;
2408904;Rio Grande do Norte;Central Potiguar;Seridó Oriental;Parelhas;Área Rural;;;;;
2403251;Rio Grande do Norte;Leste Potiguar;Natal;Parnamirim;Área Rural;;;;;
2409100;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Passa e Fica;Área Rural;;;;;
2409209;Rio Grande do Norte;Agreste Potiguar;Agreste Potiguar;Passagem;Área Rural;;;;;
2409308;Rio Grande do Norte;Oeste Potiguar;Umarizal;Patu;Área Rural;;;;;
2409407;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Pau dos Ferros;Centro Urbano;;;;;
2409506;Rio Grande do Norte;Leste Potiguar;Litoral Nordeste;Pedra Grande;Área Rural;;;;;
2409605;Rio Grande do Norte;Central Potiguar;Angicos;Pedra Preta;Área Rural;;;;;
2409704;Rio Grande do Norte;Central Potiguar;Angicos;Pedro Avelino;Área Rural;;;;;
2409803;Rio Grande do Norte;Leste Potiguar;Litoral Sul;Pedro Velho;Área Rural;;;;;
2409902;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Pendências;Área Rural;;;;;
2410009;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Pilões;Área Rural;;;;;
2410108;Rio Grande do Norte;Agreste Potiguar;Baixa Verde;Poço Branco;Área Rural;;;;;
2410207;Rio Grande do Norte;Oeste Potiguar;Pau dos Ferros;Portalegre;Área Rural;;;;;
2410256;Rio Grande do Norte;Oeste Potiguar;Vale do Açu;Porto do Mangue;Área Rural;;;;;
2410405;Rio Grande do Norte;Leste Potiguar;Litoral Nordeste;Pureza;Área Rural;;;;;
