Código Município Completo;Nome_UF;Nome_Mesorregião;Nome_Microrregião;Nome_Município;Area_Municipio;;;;;
4312757;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Nova Alvorada;Área Rural;;;;;
4312807;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Nova Araçá;Área Rural;;;;;
4312906;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Nova Bassano;Área Rural;;;;;
4312955;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Nova Boa Vista;Área Rural;;;;;
4313003;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Nova Bréscia;Área Rural;;;;;
4313011;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Nova Candelária;Área Rural;;;;;
4313037;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;Nova Esperança do Sul;Área Rural;;;;;
4313060;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Nova Hartz;Área Rural;;;;;
4313086;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Nova Pádua;Área Rural;;;;;
4313102;Rio Grande do Sul;Centro Ocidental Rio-grandense;Restinga Seca;Nova Palma;Área Rural;;;;;
4313201;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Nova Petrópolis;Área Rural;;;;;
4313300;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Nova Prata;Área Rural;;;;;
4313334;Rio Grande do Sul;Noroeste Rio-grandense;Ijuí;Nova Ramada;Área Rural;;;;;
4313359;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Nova Roma do Sul;Área Rural;;;;;
4313375;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Nova Santa Rita;Área Rural;;;;;
4313490;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Novo Barreiro;Área Rural;;;;;
4313391;Rio Grande do Sul;Centro Oriental Rio-grandense;Cachoeira do Sul;Novo Cabrais;Área Rural;;;;;
4313409;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Novo Hamburgo;Área Rural;;;;;
4313425;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Novo Machado;Área Rural;;;;;
4313441;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Novo Tiradentes;Área Rural;;;;;
4313466;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Novo Xingu;Área Rural;;;;;
4313508;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Osório;Centro Urbano;;;;;
4313607;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;Paim Filho;Área Rural;;;;;
4313656;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Palmares do Sul;Área Rural;;;;;
4313706;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Palmeira das Missões;Área Rural;;;;;
4313805;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Palmitinho;Área Rural;;;;;
4313904;Rio Grande do Sul;Noroeste Rio-grandense;Ijuí;Panambi;Área Rural;;;;;
4313953;Rio Grande do Sul;Centro Oriental Rio-grandense;Cachoeira do Sul;Pantano Grande;Área Rural;;;;;
4314001;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Paraí;Área Rural;;;;;
4314027;Rio Grande do Sul;Centro Oriental Rio-grandense;Cachoeira do Sul;Paraíso do Sul;Área Rural;;;;;
4314035;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Pareci Novo;Área Rural;;;;;
4314050;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Parobé;Área Rural;;;;;
4314068;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Passa Sete;Área Rural;;;;;
4314076;Rio Grande do Sul;Centro Oriental Rio-grandense;Cachoeira do Sul;Passo do Sobrado;Área Rural;;;;;
4314100;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Passo Fundo;Centro Urbano;;;;;
4314134;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Paulo Bento;Área Rural;;;;;
4314159;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Paverama;Área Rural;;;;;
4314175;Rio Grande do Sul;Sudeste Rio-grandense;Serras de Sudeste;Pedras Altas;Área Rural;;;;;
4314209;Rio Grande do Sul;Sudeste Rio-grandense;Pelotas;Pedro Osório;Área Rural;;;;;
4314308;Rio Grande do Sul;Noroeste Rio-grandense;Ijuí;Pejuçara;Área Rural;;;;;
4314407;Rio Grande do Sul;Sudeste Rio-grandense;Pelotas;Pelotas;Centro Urbano;;;;;
4314423;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Picada Café;Área Rural;;;;;
4314456;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Pinhal;Área Rural;;;;;
4314464;Rio Grande do Sul;Nordeste Rio-grandense;Vacaria;Pinhal da Serra;Área Rural;;;;;
4314472;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santiago;Pinhal Grande;Área Rural;;;;;
4314498;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Pinheirinho do Vale;Área Rural;;;;;
4314506;Rio Grande do Sul;Sudeste Rio-grandense;Serras de Sudeste;Pinheiro Machado;Área Rural;;;;;
4314548;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Pinto Bandeira;Área Rural;;;;;
4314555;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Pirapó;Área Rural;;;;;
4314605;Rio Grande do Sul;Sudeste Rio-grandense;Serras de Sudeste;Piratini;Área Rural;;;;;
4314704;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Planalto;Área Rural;;;;;
4314753;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Poço das Antas;Área Rural;;;;;
4314779;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Pontão;Área Rural;;;;;
4314787;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Ponte Preta;Área Rural;;;;;
4314803;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Portão;Área Rural;;;;;
4314902;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Porto Alegre;Centro Urbano;;;;;
4315008;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Porto Lucena;Área Rural;;;;;
4315057;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Porto Mauá;Área Rural;;;;;
4315073;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Porto Vera Cruz;Área Rural;;;;;
4315107;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;Porto Xavier;Área Rural;;;;;
4315131;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Pouso Novo;Área Rural;;;;;
4315149;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Presidente Lucena;Área Rural;;;;;
4315156;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Progresso;Área Rural;;;;;
4315172;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Protásio Alves;Área Rural;;;;;
4315206;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Putinga;Área Rural;;;;;
4315305;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Ocidental;Quaraí;Área Rural;;;;;
4315313;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Quatro Irmãos;Área Rural;;;;;
4315321;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santiago;Quevedos;Área Rural;;;;;
4315354;Rio Grande do Sul;Noroeste Rio-grandense;Cruz Alta;Quinze de Novembro;Área Rural;;;;;
4315404;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Redentora;Área Rural;;;;;
4315453;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Relvado;Área Rural;;;;;
4315503;Rio Grande do Sul;Centro Ocidental Rio-grandense;Restinga Seca;Restinga Sêca;Área Rural;;;;;
4315552;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Rio dos Índios;Área Rural;;;;;
4315602;Rio Grande do Sul;Sudeste Rio-grandense;Litoral Lagunar;Rio Grande;Área Rural;;;;;
4315701;Rio Grande do Sul;Centro Oriental Rio-grandense;Cachoeira do Sul;Rio Pardo;Área Rural;;;;;
4315750;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Riozinho;Área Rural;;;;;
4315800;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Roca Sales;Área Rural;;;;;
4315909;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Rodeio Bonito;Área Rural;;;;;
4315958;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Rolador;Área Rural;;;;;
4316006;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Rolante;Área Rural;;;;;
4316105;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Ronda Alta;Área Rural;;;;;
4316204;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Rondinha;Área Rural;;;;;
4316303;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;Roque Gonzales;Área Rural;;;;;
4316402;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Central;Rosário do Sul;Área Rural;;;;;
4316428;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Sagrada Família;Área Rural;;;;;
4316436;Rio Grande do Sul;Noroeste Rio-grandense;Cruz Alta;Saldanha Marinho;Área Rural;;;;;
4316451;Rio Grande do Sul;Noroeste Rio-grandense;Cruz Alta;Salto do Jacuí;Área Rural;;;;;
4316477;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;Salvador das Missões;Área Rural;;;;;
4316501;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Salvador do Sul;Área Rural;;;;;
4316600;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;Sananduva;Centro Urbano;;;;;
4316709;Rio Grande do Sul;Noroeste Rio-grandense;Cruz Alta;Santa Bárbara do Sul;Área Rural;;;;;
4316733;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Santa Cecília do Sul;Área Rural;;;;;
4316758;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Santa Clara do Sul;Área Rural;;;;;
4316808;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Santa Cruz do Sul;Centro Urbano;;;;;
4316972;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Central;Santa Margarida do Sul;Área Rural;;;;;
4316907;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;Santa Maria;Centro Urbano;;;;;
4316956;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Santa Maria do Herval;Área Rural;;;;;
4317202;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Santa Rosa;Centro Urbano;;;;;
4317251;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Santa Tereza;Área Rural;;;;;
4317301;Rio Grande do Sul;Sudeste Rio-grandense;Litoral Lagunar;Santa Vitória do Palmar;Área Rural;;;;;
4317004;Rio Grande do Sul;Sudeste Rio-grandense;Serras de Sudeste;Santana da Boa Vista;Área Rural;;;;;
4317103;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Central;Sant'Ana do Livramento;Área Rural;;;;;
4317400;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santiago;Santiago;Centro Urbano;;;;;
4317509;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Santo Ângelo;Centro Urbano;;;;;
4317608;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Santo Antônio da Patrulha;Área Rural;;;;;
4317707;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Santo Antônio das Missões;Área Rural;;;;;
4317558;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Santo Antônio do Palma;Área Rural;;;;;
4317756;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Santo Antônio do Planalto;Área Rural;;;;;
4317806;Rio Grande do Sul;Noroeste Rio-grandense;Ijuí;Santo Augusto;Área Rural;;;;;
4317905;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Santo Cristo;Área Rural;;;;;
4317954;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;Santo Expedito do Sul;Área Rural;;;;;
4318002;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Ocidental;São Borja;Área Rural;;;;;
4318051;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;São Domingos do Sul;Área Rural;;;;;
4318101;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Ocidental;São Francisco de Assis;Área Rural;;;;;
4318200;Rio Grande do Sul;Nordeste Rio-grandense;Vacaria;São Francisco de Paula;Área Rural;;;;;
4318309;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Central;São Gabriel;Área Rural;;;;;
4318408;Rio Grande do Sul;Metropolitana de Porto Alegre;São Jerônimo;São Jerônimo;Centro Urbano;;;;;
4318424;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;São João da Urtiga;Área Rural;;;;;
4318432;Rio Grande do Sul;Centro Ocidental Rio-grandense;Restinga Seca;São João do Polêsine;Área Rural;;;;;
4318440;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;São Jorge;Área Rural;;;;;
4318457;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;São José das Missões;Área Rural;;;;;
4318465;Rio Grande do Sul;Noroeste Rio-grandense;Soledade;São José do Herval;Área Rural;;;;;
4318481;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;São José do Hortêncio;Área Rural;;;;;
4318499;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;São José do Inhacorá;Área Rural;;;;;
4318507;Rio Grande do Sul;Sudeste Rio-grandense;Litoral Lagunar;São José do Norte;Área Rural;;;;;
4318606;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;São José do Ouro;Área Rural;;;;;
4318614;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;São José do Sul;Área Rural;;;;;
4318622;Rio Grande do Sul;Nordeste Rio-grandense;Vacaria;São José dos Ausentes;Área Rural;;;;;
4318705;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;São Leopoldo;Área Rural;;;;;
4318804;Rio Grande do Sul;Sudeste Rio-grandense;Pelotas;São Lourenço do Sul;Área Rural;;;;;
4318903;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;São Luiz Gonzaga;Área Rural;;;;;
4319000;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;São Marcos;Área Rural;;;;;
4319109;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;São Martinho;Área Rural;;;;;
4319125;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;São Martinho da Serra;Área Rural;;;;;
4319158;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;São Miguel das Missões;Área Rural;;;;;
4319208;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;São Nicolau;Área Rural;;;;;
4319307;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;São Paulo das Missões;Área Rural;;;;;
4319356;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;São Pedro da Serra;Área Rural;;;;;
4319364;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;São Pedro das Missões;Área Rural;;;;;
4319372;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;São Pedro do Butiá;Área Rural;;;;;
4319406;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;São Pedro do Sul;Área Rural;;;;;
4319505;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;São Sebastião do Caí;Área Rural;;;;;
4319604;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;São Sepé;Área Rural;;;;;
4319703;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;São Valentim;Área Rural;;;;;
4319711;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;São Valentim do Sul;Área Rural;;;;;
4319737;Rio Grande do Sul;Noroeste Rio-grandense;Ijuí;São Valério do Sul;Área Rural;;;;;
4319752;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;São Vendelino;Área Rural;;;;;
4319802;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;São Vicente do Sul;Área Rural;;;;;
4319901;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Sapiranga;Área Rural;;;;;
4320008;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Sapucaia do Sul;Área Rural;;;;;
4320107;Rio Grande do Sul;Noroeste Rio-grandense;Carazinho;Sarandi;Área Rural;;;;;
4320206;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Seberi;Área Rural;;;;;
4320230;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Sede Nova;Área Rural;;;;;
4320263;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Segredo;Área Rural;;;;;
4320305;Rio Grande do Sul;Noroeste Rio-grandense;Não-Me-Toque;Selbach;Área Rural;;;;;
4320321;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Senador Salgado Filho;Área Rural;;;;;
4320354;Rio Grande do Sul;Metropolitana de Porto Alegre;Camaquã;Sentinela do Sul;Área Rural;;;;;
4320404;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Serafina Corrêa;Área Rural;;;;;
4320453;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Sério;Área Rural;;;;;
4320503;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Sertão;Área Rural;;;;;
4320552;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Sertão Santana;Área Rural;;;;;
4320578;Rio Grande do Sul;Noroeste Rio-grandense;Cerro Largo;Sete de Setembro;Área Rural;;;;;
4320602;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Severiano de Almeida;Área Rural;;;;;
4320651;Rio Grande do Sul;Centro Ocidental Rio-grandense;Restinga Seca;Silveira Martins;Área Rural;;;;;
4320677;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Sinimbu;Área Rural;;;;;
4320701;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Sobradinho;Área Rural;;;;;
4320800;Rio Grande do Sul;Noroeste Rio-grandense;Soledade;Soledade;Centro Urbano;;;;;
4320859;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Tabaí;Área Rural;;;;;
4320909;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Tapejara;Área Rural;;;;;
4321006;Rio Grande do Sul;Noroeste Rio-grandense;Não-Me-Toque;Tapera;Área Rural;;;;;
4321105;Rio Grande do Sul;Metropolitana de Porto Alegre;Camaquã;Tapes;Área Rural;;;;;
4321204;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Taquara;Área Rural;;;;;
4321303;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Taquari;Área Rural;;;;;
4321329;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Taquaruçu do Sul;Área Rural;;;;;
4321352;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Tavares;Área Rural;;;;;
4321402;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Tenente Portela;Área Rural;;;;;
4321436;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Terra de Areia;Área Rural;;;;;
4321451;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Teutônia;Área Rural;;;;;
4321469;Rio Grande do Sul;Noroeste Rio-grandense;Não-Me-Toque;Tio Hugo;Área Rural;;;;;
4321477;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Tiradentes do Sul;Área Rural;;;;;
4321493;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;Toropi;Área Rural;;;;;
4321501;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Torres;Área Rural;;;;;
4321600;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Tramandaí;Área Rural;;;;;
4321626;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Travesseiro;Área Rural;;;;;
4321634;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Três Arroios;Área Rural;;;;;
4321667;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Três Cachoeiras;Área Rural;;;;;
4321709;Rio Grande do Sul;Metropolitana de Porto Alegre;Gramado-Canela;Três Coroas;Área Rural;;;;;
4321808;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Três de Maio;Área Rural;;;;;
4321832;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Três Forquilhas;Área Rural;;;;;
4321857;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Três Palmeiras;Área Rural;;;;;
4321907;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Três Passos;Centro Urbano;;;;;
4321956;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Trindade do Sul;Área Rural;;;;;
4322004;Rio Grande do Sul;Metropolitana de Porto Alegre;São Jerônimo;Triunfo;Área Rural;;;;;
4322103;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Tucunduva;Área Rural;;;;;
4322152;Rio Grande do Sul;Noroeste Rio-grandense;Soledade;Tunas;Área Rural;;;;;
4322186;Rio Grande do Sul;Noroeste Rio-grandense;Sananduva;Tupanci do Sul;Área Rural;;;;;
4322202;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santiago;Tupanciretã;Área Rural;;;;;
4322251;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Tupandi;Área Rural;;;;;
4322301;Rio Grande do Sul;Noroeste Rio-grandense;Santa Rosa;Tuparendi;Área Rural;;;;;
4322327;Rio Grande do Sul;Sudeste Rio-grandense;Pelotas;Turuçu;Área Rural;;;;;
4322343;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Ubiretama;Área Rural;;;;;
4322350;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;União da Serra;Área Rural;;;;;
4322376;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santiago;Unistalda;Área Rural;;;;;
4322400;Rio Grande do Sul;Sudoeste Rio-grandense;Campanha Ocidental;Uruguaiana;Área Rural;;;;;
4322509;Rio Grande do Sul;Nordeste Rio-grandense;Vacaria;Vacaria;Centro Urbano;;;;;
4322533;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Vale do Sol;Área Rural;;;;;
4322541;Rio Grande do Sul;Metropolitana de Porto Alegre;Montenegro;Vale Real;Área Rural;;;;;
4322525;Rio Grande do Sul;Metropolitana de Porto Alegre;São Jerônimo;Vale Verde;Área Rural;;;;;
4322558;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Vanini;Área Rural;;;;;
4322608;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Venâncio Aires;Área Rural;;;;;
4322707;Rio Grande do Sul;Centro Oriental Rio-grandense;Santa Cruz do Sul;Vera Cruz;Área Rural;;;;;
4322806;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Veranópolis;Área Rural;;;;;
4322855;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Vespasiano Corrêa;Área Rural;;;;;
4322905;Rio Grande do Sul;Noroeste Rio-grandense;Erechim;Viadutos;Área Rural;;;;;
4323002;Rio Grande do Sul;Metropolitana de Porto Alegre;Porto Alegre;Viamão;Área Rural;;;;;
4323101;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Vicente Dutra;Área Rural;;;;;
4323200;Rio Grande do Sul;Noroeste Rio-grandense;Não-Me-Toque;Victor Graeff;Área Rural;;;;;
4323309;Rio Grande do Sul;Nordeste Rio-grandense;Caxias do Sul;Vila Flores;Área Rural;;;;;
4323358;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Vila Lângaro;Área Rural;;;;;
4323408;Rio Grande do Sul;Noroeste Rio-grandense;Passo Fundo;Vila Maria;Área Rural;;;;;
4323457;Rio Grande do Sul;Centro Ocidental Rio-grandense;Santa Maria;Vila Nova do Sul;Área Rural;;;;;
4323507;Rio Grande do Sul;Noroeste Rio-grandense;Frederico Westphalen;Vista Alegre;Área Rural;;;;;
4323606;Rio Grande do Sul;Nordeste Rio-grandense;Guaporé;Vista Alegre do Prata;Área Rural;;;;;
4323705;Rio Grande do Sul;Noroeste Rio-grandense;Três Passos;Vista Gaúcha;Área Rural;;;;;
4323754;Rio Grande do Sul;Noroeste Rio-grandense;Santo Ângelo;Vitória das Missões;Área Rural;;;;;
4323770;Rio Grande do Sul;Centro Oriental Rio-grandense;Lajeado-Estrela;Westfália;Área Rural;;;;;
4323804;Rio Grande do Sul;Metropolitana de Porto Alegre;Osório;Xangri-lá;Área Rural;;;;;
5000203;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Três Lagoas;Água Clara;Área Rural;;;;;
5000252;Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;Alto Taquari;Alcinópolis;Área Rural;;;;;
5000609;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Dourados;Amambai;Área Rural;;;;;
5000708;Mato Grosso do Sul;Pantanais Sul Mato-grossense;Aquidauana;Anastácio;Área Rural;;;;;
5000807;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Nova Andradina;Anaurilândia;Área Rural;;;;;
5000856;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Iguatemi;Angélica;Área Rural;;;;;
5000906;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Dourados;Antônio João;Área Rural;;;;;
5001003;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Paranaíba;Aparecida do Taboado;Área Rural;;;;;
5001102;Mato Grosso do Sul;Pantanais Sul Mato-grossense;Aquidauana;Aquidauana;Centro Urbano;;;;;
5001243;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Dourados;Aral Moreira;Área Rural;;;;;
5001508;Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;Campo Grande;Bandeirantes;Área Rural;;;;;
5001904;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Nova Andradina;Bataguassu;Área Rural;;;;;
5002001;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Nova Andradina;Batayporã;Área Rural;;;;;
5002100;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Bodoquena;Bela Vista;Área Rural;;;;;
5002159;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Bodoquena;Bodoquena;Centro Urbano;;;;;
5002209;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Bodoquena;Bonito;Área Rural;;;;;
5002308;Mato Grosso do Sul;Leste de Mato Grosso do Sul;Três Lagoas;Brasilândia;Área Rural;;;;;
5002407;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Dourados;Caarapó;Área Rural;;;;;
5002605;Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;Alto Taquari;Camapuã;Área Rural;;;;;
5002704;Mato Grosso do Sul;Centro Norte de Mato Grosso do Sul;Campo Grande;Campo Grande;Centro Urbano;;;;;
5002803;Mato Grosso do Sul;Sudoeste de Mato Grosso do Sul;Bodoquena;Caracol;Área Rural;;;;;
